                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.71757,                 0.4842,                 1.0886,                0.98168,                0.97125,                0.99262,                0.85637,                0.59275,                0.34447,                0.97857,             0.00085834,             0.00085834,             0.00085834
                     52,                 0.6984,                0.48656,                 1.0739,                 0.9871,                0.98099,                0.99357,                0.85376,                0.60025,                0.34306,                0.97725,             0.00084184,             0.00084184,             0.00084184
                     53,                0.70203,                0.47549,                 1.0649,                0.98178,                0.98038,                0.99287,                0.85619,                0.57404,                0.32644,                0.96902,             0.00082533,             0.00082533,             0.00082533
                     54,                0.69892,                 0.4683,                 1.0624,                0.97226,                0.98243,                 0.9933,                0.85752,                0.59575,                0.35902,                0.98008,             0.00080883,             0.00080883,             0.00080883
                     55,                 0.6951,                 0.4637,                 1.0684,                0.98815,                0.96755,                0.99128,                0.85473,                0.58671,                0.34679,                0.97082,             0.00079233,             0.00079233,             0.00079233
                     56,                0.69327,                 0.4622,                 1.0612,                0.98806,                0.97104,                0.99131,                0.85341,                0.59417,                0.37407,                0.98423,             0.00077582,             0.00077582,             0.00077582
                     57,                0.67618,                0.45672,                 1.0526,                0.98072,                0.97161,                0.99233,                0.85117,                0.57841,                0.32578,                0.96632,             0.00075932,             0.00075932,             0.00075932
                     58,                0.68282,                0.47878,                 1.0783,                0.99023,                0.97432,                0.99343,                0.85809,                0.57386,                0.35157,                0.96663,             0.00074282,             0.00074282,             0.00074282
                     59,                0.69485,                0.46353,                 1.0695,                0.98361,                 0.9751,                0.99344,                0.85983,                0.57663,                 0.3132,                 0.9616,             0.00072631,             0.00072631,             0.00072631
                     60,                0.69491,                0.45933,                  1.075,                0.97269,                0.98765,                0.99347,                0.85994,                0.57297,                0.31307,                0.96234,             0.00070981,             0.00070981,             0.00070981
                     61,                 0.6977,                0.45693,                   1.07,                 0.9845,                0.98275,                0.99205,                0.85991,                0.57557,                0.34005,                0.97774,             0.00069331,             0.00069331,             0.00069331
                     62,                0.67337,                0.44598,                 1.0555,                0.97907,                0.97915,                0.99178,                0.85603,                0.57737,                0.33227,                0.96915,              0.0006768,              0.0006768,              0.0006768
                     63,                0.68171,                 0.4515,                 1.0611,                0.99546,                0.96793,                0.99252,                0.86532,                0.56602,                0.31161,                0.96142,              0.0006603,              0.0006603,              0.0006603
                     64,                0.66178,                0.43641,                 1.0499,                0.99181,                0.97957,                0.99369,                0.86833,                0.55988,                0.31088,                 0.9578,              0.0006438,              0.0006438,              0.0006438
                     65,                0.67263,                0.43535,                 1.0522,                0.98347,                0.98272,                0.99387,                0.86458,                0.57311,                0.30565,                0.95568,             0.00062729,             0.00062729,             0.00062729
                     66,                0.66682,                0.43015,                 1.0457,                0.99141,                0.98405,                0.99242,                0.86852,                  0.574,                  0.305,                0.96124,             0.00061079,             0.00061079,             0.00061079
                     67,                0.66336,                0.43994,                 1.0518,                0.99622,                0.97613,                0.99238,                0.86173,                0.56657,                0.30205,                0.95188,             0.00059429,             0.00059429,             0.00059429
                     68,                0.65792,                0.42194,                 1.0485,                0.98476,                0.98199,                0.99343,                0.86099,                0.56589,                0.30608,                0.95327,             0.00057778,             0.00057778,             0.00057778
                     69,                0.66405,                 0.4246,                 1.0536,                0.98512,                0.98276,                 0.9921,                0.86494,                0.55922,                0.29937,                 0.9498,             0.00056128,             0.00056128,             0.00056128
                     70,                0.65065,                0.42773,                 1.0441,                0.99062,                0.98197,                0.99379,                0.86596,                0.56177,                0.30785,                0.95529,             0.00054478,             0.00054478,             0.00054478
                     71,                0.66162,                0.42454,                 1.0558,                 0.9942,                0.97138,                0.99116,                0.86263,                 0.5501,                0.30341,                0.94161,             0.00052827,             0.00052827,             0.00052827
                     72,                0.64768,                0.41291,                 1.0435,                0.98383,                0.98545,                0.99389,                0.87067,                0.55108,                0.29077,                0.94929,             0.00051177,             0.00051177,             0.00051177
                     73,                0.65338,                 0.4214,                 1.0442,                0.99451,                0.97251,                0.99385,                0.87157,                0.55879,                0.28758,                 0.9483,             0.00049527,             0.00049527,             0.00049527
                     74,                 0.6455,                 0.4073,                 1.0512,                0.98488,                0.98725,                 0.9924,                0.86431,                0.55077,                0.28407,                0.93814,             0.00047876,             0.00047876,             0.00047876
                     75,                 0.6453,                0.40821,                 1.0294,                0.99277,                0.97286,                0.99247,                  0.869,                0.54806,                0.27709,                0.94285,             0.00046226,             0.00046226,             0.00046226
                     76,                0.64344,                0.40605,                 1.0394,                0.99673,                0.97885,                0.99445,                0.87408,                0.54989,                0.28664,                0.94248,             0.00044576,             0.00044576,             0.00044576
                     77,                0.64162,                0.40731,                 1.0441,                0.98934,                0.98471,                 0.9937,                0.86569,                0.54799,                0.28819,                0.94382,             0.00042925,             0.00042925,             0.00042925
                     78,                0.63463,                0.39625,                 1.0294,                0.99415,                0.97776,                0.99343,                0.86917,                0.55182,                0.28485,                0.94462,             0.00041275,             0.00041275,             0.00041275
                     79,                0.63576,                0.40242,                 1.0316,                0.99322,                0.97703,                0.99405,                0.87033,                0.55902,                0.28523,                 0.9411,             0.00039625,             0.00039625,             0.00039625
                     80,                0.63732,                0.40569,                 1.0383,                 0.9948,                 0.9807,                0.99405,                0.86954,                0.54815,                0.29651,                0.94045,             0.00037974,             0.00037974,             0.00037974
                     81,                0.62329,                0.38739,                 1.0265,                0.98851,                0.98387,                0.99434,                0.87016,                0.55784,                0.31841,                0.94857,             0.00036324,             0.00036324,             0.00036324
                     82,                0.63089,                0.38927,                 1.0291,                0.98569,                0.98525,                0.99391,                0.87313,                 0.5443,                0.28609,                 0.9393,             0.00034674,             0.00034674,             0.00034674
                     83,                0.63242,                0.38696,                 1.0351,                0.99583,                0.97006,                0.99321,                0.87245,                 0.5409,                 0.2758,                0.93537,             0.00033023,             0.00033023,             0.00033023
                     84,                0.61904,                0.38275,                 1.0297,                0.99179,                 0.9791,                0.99328,                0.87732,                 0.5487,                0.27768,                0.93905,             0.00031373,             0.00031373,             0.00031373
                     85,                0.62238,                0.38953,                 1.0332,                0.99033,                0.98477,                0.99404,                 0.8755,                0.54332,                0.27147,                0.93004,             0.00029723,             0.00029723,             0.00029723
                     86,                0.61247,                0.37283,                 1.0173,                0.99566,                0.98143,                0.99421,                0.87761,                0.54818,                0.29779,                0.93165,             0.00028072,             0.00028072,             0.00028072
                     87,                0.61704,                0.37722,                 1.0222,                0.99378,                0.98099,                0.99397,                 0.8809,                0.54018,                0.27224,                0.92729,             0.00026422,             0.00026422,             0.00026422
                     88,                0.61304,                0.37052,                 1.0182,                0.99541,                0.98241,                0.99409,                0.88028,                0.54461,                0.26967,                0.93088,             0.00024772,             0.00024772,             0.00024772
