                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.41424,                 0.4985,                 1.0119,                 0.7974,                0.70244,                0.75864,                 0.6707,                0.52156,                0.92902,                 1.0823,               0.004522,               0.004522,               0.004522
                     86,                0.41202,                0.50541,                 1.0126,                0.81095,                0.69081,                0.76145,                0.67238,                0.51725,                0.93453,                 1.0766,               0.004456,               0.004456,               0.004456
                     87,                  0.399,                0.49281,                 1.0059,                0.80784,                0.70172,                0.76357,                0.67565,                0.51333,                0.92736,                 1.0734,                0.00439,                0.00439,                0.00439
                     88,                0.40989,                0.49247,                 1.0096,                 0.7915,                0.71174,                0.76385,                0.67655,                0.51441,                 0.9318,                 1.0751,               0.004324,               0.004324,               0.004324
                     89,                0.41132,                0.49865,                  1.011,                0.80728,                0.70045,                0.76213,                0.67363,                0.51479,                0.93144,                 1.0766,               0.004258,               0.004258,               0.004258
                     90,                 0.3955,                0.48256,                 1.0039,                0.81338,                0.69809,                0.76283,                0.67279,                0.51695,                0.92971,                 1.0779,               0.004192,               0.004192,               0.004192
                     91,                0.39873,                0.47374,                 1.0039,                0.80928,                0.69841,                  0.762,                0.67478,                 0.5175,                0.92552,                 1.0819,               0.004126,               0.004126,               0.004126
                     92,                 0.3926,                0.46601,                 0.9999,                0.82341,                 0.6899,                 0.7627,                 0.6759,                0.51747,                0.92162,                 1.0829,                0.00406,                0.00406,                0.00406
                     93,                0.39422,                0.46931,                 1.0007,                0.79568,                0.70994,                0.76339,                0.67647,                0.51629,                 0.9181,                 1.0796,               0.003994,               0.003994,               0.003994
                     94,                0.39633,                0.46258,                      1,                0.81437,                0.69789,                 0.7654,                0.67757,                0.51757,                0.91846,                 1.0841,               0.003928,               0.003928,               0.003928
                     95,                 0.3898,                0.46832,                0.99922,                 0.8079,                0.70364,                0.76609,                0.67801,                0.51868,                0.91279,                 1.0871,               0.003862,               0.003862,               0.003862
